id,title,duration,director,actors,genres,year
1027,Ab Ayega Mazaa,128,Pankaj Parashar,"Ravi Baswani, Raja Bundela, Pawan Malhotra",Comedy,1984
1028,Ab Badla Main Loongi,0,Hemagini,"Manik Irani, Salma Nazeem, Shafiqua",Action,1990
1029,Ab Bolo Har Har Mahadev,0,Anil Mehta,"Rima N. Kapoor, Nirmal Pandey, Pushpraj Singh",Drama,2010
1030,Ab Dilli Dur Nahin,133,Amar Kumar,"Master Romi, Sulochana Latkar, Lala Yaqoob",Drama,1957
1031,Ab Hoga Dharna Unlimited,78,Deepak Tanwar,"Saurabh Malik, Rekha Rana, Omkar Das Manikpuri",Comedy,2012
1032,Ab Insaf Hoga,125,Harish Shah,"Rekha, Mithun Chakraborty, Deepika Amin","Action, Drama",1995
1033,Ab Ke Baras,0,Raj Kanwar,"Arya Babbar, Amrita Rao, Ashutosh Rana","Action, Romance, Thriller",2002
1034,Ab Kya Hoga,0,Saawan Kumar Tak,"Shatrughan Sinha, Neetu Singh, Asrani","Mystery, Thriller",1977
1035,Ab Kya Hoga,0,nan,"-, -, -",Thriller,2002
1036,Ab Meri Baari,0,Bhagwan Thakur,"Hemant Birje, Sudhir Dalvi, Kimi Katkar",Action,1989
1037,Ab Meri Baari,0,nan,"-, -, -",Action,1983
1038,Ab Tak Chhappan,129,Shimit Amin,"Nana Patekar, Revathi, Yashpal Sharma","Action, Crime, Drama",2004
1039,Ab Tak Chhappan 2,106,Ejaz Gulab,"Nana Patekar, Mohan Agashe, Gul Panag","Action, Crime, Thriller",2015
1040,Ab To Aaja Saajan Mere,127,Rakesh Nahata,"Keshto Iqbal, Arvind Joshi, Shalini Kapoor","Drama, Romance",1994
1041,Ab to Jeene Do,0,Yash Chouhan,"Ishrat Ali, Sadashiv Amrapurkar, Mitwa",Action,1995
1042,Ab Tumhare Hawale Watan Saathiyo,193,Anil Sharma,"Sanjay Sharma, Amitabh Bachchan, Akshay Kumar","Action, Drama, War",2004
1043,Ab Tumhari Bari,0,Mohan Bhakri,"Rana Jung Bahadur, Sunil Dhawan, Tina Ghai",Horror,2005
1044,Ab Ye Galtiyan Na Ho,0,Masum Ali Khan,"Karamveer Choudhary, Subeer Kasali, -",Romance,2021
1045,Ab... Bas!,137,Rajesh Kumar Singh,"Chetanya Adeep, Shawar Ali, Arun Bakshi","Romance, Thriller",2004
1046,Abala,0,Vasant Kumar Goni,"Girish Karnad, Asha Lata, Sheela Sharma",Drama,1989
1047,ABCD (Any Body Can Dance),160,Remo D'Souza,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon","Drama, Music",2013
1048,Abdul Qayyoom Khan,0,nan,"-, -, -",Drama,1968
1049,Abdulla,0,Aakkoo,"Ajit, Helen, Mahipal",-,1960
1050,Abdullah,136,Sanjay Khan,"Raj Kapoor, Sanjay Khan, Sanjeev Kumar","Action, Drama, Romance",1980
1051,Abe Hayat,0,Krishna Gopal,"Ali Athar, Bachan, Nazir",Drama,1933
1052,Abe Hayat,140,Ramanlal Desai,"Prem Nath, Ameeta, Shashikala","Action, Adventure, Fantasy",1955
1053,Abhagin,151,Prafulla Roy,"Molina Devi, Prithviraj Kapoor, Vijay Kumar",-,1938
1054,Abhay,127,Annu Kapoor,"Ankit Desai, Benjamin Gilani, Eka Lakhani",Fantasy,1995
1055,Abhi Abhi,0,Rajaram,"Soorya, Rubaina Khan, Mohnish Bahl",Romance,1992
1056,Abhi Kal Hi Ki Baat Hai,0,Clement Baptista,"-, -, -",Documentary,1970
1057,Abhi To Jee Lein,135,Roshan Taneja,"Jaya Bachchan, Danny Denzongpa, Simi Garewal","Action, Drama, Thriller",1977
1058,Abhi To Main Jawaan Hoon,0,Amjad Khan,"Bharat Bhushan, Kalpana Iyer, Shehzad Khan",Comedy,1989
1059,Abhi to Raat Hain,0,nan,"-, -, -",Thriller,2005
1060,Abhi toh party shuru hui hai,0,Anubhav Sinha,"Richa Chadha, Pankaj Tripathi, Shriya Pilgaonkar",Drama,0
1061,Abhilasha,141,Amit Bose,"Meena Kumari, Nanda, Sanjay Khan","Drama, Romance",1968
1062,Abhilasha,134,Zia Sarhadi,"Mahendra Thakore, M. Kumar, Bibbo",-,1938
1063,Abhimaan,0,Mahesh Kaul,"Ameeta, Shekhar, Chand Usmani","Drama, Family, Romance",1957
1064,Abhimaan,122,Hrishikesh Mukherjee,"Amitabh Bachchan, Jaya Bachchan, Asrani","Drama, Musical",1973
1065,Abhimanyu,0,Mahesh Bhatt,"-, -, -",-,1980
1066,Abhimanyu,140,Priyadarshan,"Mohanlal, Shankar, Ajayan Adoor","Crime, Drama, Musical",1991
1067,Abhimanyu,168,Tony Juneja,"Anil Kapoor, Kimi Katkar, Poonam Dhillon","Action, Comedy, Drama",1989
1068,Abhinav Bindra Biopic,0,Kannan Iyer,"Anil Kapoor, Harshvardhan Kapoor, -",Biography,0
1069,Abhinetri,154,Subodh Mukherji,"Shashi Kapoor, Hema Malini, Deb Mukherjee","Drama, Romance",1970
1070,Abhishap,0,Biresh Chatterjee,"Ranjit Mallick, Debashree Roy, Soumitra Bannerjee",Drama,1986
1071,Abhishapt,0,Pankaj Prakash,"Dilshad Patel, Vasundhara Das, Raj Vasudeva",Drama,2011
1072,Abhishapt,0,Prakash Jha,"Deepti Naval, Pyare Mohan Sahay, Vasant Joglekar",-,1988
1073,Abhiyog,0,nan,"-, -, -",Drama,1996
1074,Abidah,0,Nazir,"Noor Jehan, M. Kumar, Swarnalata",-,1948
1075,Abla,0,R.N. Vaidya,"Chandrika, Sheila Haldar, Hiralal",-,1941
1076,Abla Ki Shakti,0,Munshi Dil,"Jehanara Kajjan, Phool Kumari, Premlata",-,1940
1077,Abodh,132,Hiren Nag,"Tapas Pal, Madhuri Dixit, Sheela Sharma",Drama,1984
1078,Abroo,0,Govind Ram,"Sitara Devi, Lala Yaqoob, Jagdish Sethi",-,1943
1079,Absence of a sound,57,Zameer Kamble,"Manoj Thorat, -, -",Drama,0
1080,Abu Kaliya,0,C.K. Kader,"Premnath Gulati, Majid Khan, Sudhir Pandey","Action, Crime, Mystery",1990
1081,Abul Hasan,0,Prafulla Ghosh,"Hadi, Khatun, Shahzadi",-,1931
1082,Accident,0,Amarnath,"Iqbal Mishra, Ranjan, Rashida",Thriller,1965
1083,Accident on Hill Road,105,Mahesh Nair,"Farooq Shaikh, Celina Jaitly, Abhimanyu Singh","Crime, Drama, Thriller",2010
1084,Achanak,96,Gulzar,"Vinod Khanna, Om Shivpuri, Lily Chakravarty","Crime, Drama",1973
1085,Achanak,160,Naresh Malhotra,"Govinda, Manisha Koirala, Farha Naaz","Action, Mystery, Thriller",1998
1086,Achanak,0,Rakesh Kashyap,"Om Puri, Kunickaa Sadanand, Kanwaljit Singh",Thriller,1988
1087,Achanak,0,Kavi Raz,"Alka, Amarjeet Kaur, Kavi Raz",Drama,1988
1088,Achchhaji,0,S.H. Tharani,"Master Bhagwan, Baburao Pahelwan, Naaz",Comedy,1950
1089,Achha Bura,0,Mohammed Hussain,"Anupama, Mohan Choti, Dev Dutt",-,1972
1090,Achha Bura,0,Hrishikesh Mukherjee,"Amjad Khan, Ranjeet, Raj Babbar",Drama,1983
1091,Achhut,140,Gohar,"Motilal, Vasanti, Noor Mohammad Charlie",Drama,1940
1092,Achhut Kanya,142,Franz Osten,"Devika Rani, Ashok Kumar, Monorama","Drama, Musical, Romance",1936
1093,Acid Factory,108,Suparn Varma,"Fardeen Khan, Dia Mirza, Manoj Bajpayee","Action, Crime, Mystery",2009
1094,Action,0,Dimple Kapadia,"-, -, -",-,1989
1095,Action,158,Sundar C.,"Vishal, Tamannaah Bhatia, Aishwarya Lekshmi","Action, Adventure, Thriller",2019
1096,Action for Calcutta,0,Santi P. Choudhury,"-, -, -",Documentary,1971
1097,Action Jackson,144,Prabhu Deva,"Prabhas, Ajay Devgn, Sonakshi Sinha","Action, Crime, Thriller",2014
1098,Action No.1,0,Thriller Manju,"Vani Viswanath, -, -",Action,2004
1099,Action Replayy,129,Vipul Amrutlal Shah,"Akshay Kumar, Aishwarya Rai Bachchan, Aditya Roy Kapoor","Comedy, Romance, Sci-Fi",2010
1100,Actor,0,Ranjibhai Arya,"Ramola, Master Bhagwan, Indurani",Comedy,1950
1101,Actress,0,Najam Naqvi,"David Abraham, Rehana, -",-,1948
1102,Actress Kyon Bani,0,G.R. Sethi,"Padmadevi, Ashiq Hussain, P. Gaznavi",Drama,1939
1103,Ada... A Way of Life,120,Tanvir Ahmad,"Ayaan Ahmad, Ayesha Jhulka, Rahul Roy","Action, Crime, Drama",2010
1104,Adaa,0,Devendra Goel,"Shekhar, Rehana, Gope",Romance,1951
1105,Adaab Dawood Ibrahim Bol Raha Hoon,122,Samir Karnik,"Manoj Bajpayee, Sharib Hashmi, -",Drama,0
1106,Adalat,0,Vasant Joglekar,"Baburao Pendharkar, Shalini, Salvi",-,1948
1107,Adalat,139,Kalidas,"Nargis, Pradeep Kumar, Pran","Drama, Musical, Romance",1958
1108,Adalat,138,Narendra Bedi,"Amitabh Bachchan, Waheeda Rehman, Neetu Singh","Action, Drama, Family",1976
1109,Adalat,0,Ramchandra Thakur,"-, -, -",Crime,1943
1110,Adam Ka Janam,0,Sanjay,"Supriya, -, -",Drama,1989
1111,Adamkhor,0,Aakkoo,"Habib, Kesari, Lalita Kumari",Action,1955
1112,Adarsh Mahila,0,Tara,"-, -, -",-,1937
1113,Adha,0,Prem Chopra,"-, -, -",-,1977
1114,Adhar,0,Pannalal Ghosh,"Umakant, Kokila, Lala Yaqoob",-,1945
1115,Adharm,0,Aziz Sejawal,"Shatrughan Sinha, Shabana Azmi, Sanjay Dutt","Action, Crime, Drama",1992
1116,Adharm,0,Adeep Singh,"Rahul Dev, Mayuri Kango, Rocky Khanna",Action,2006
1117,Adhi Raat Ke Baad,137,Nanabhai Bhatt,"Ashok Kumar, Ragini, Sailesh Kumar","Action, Drama, Mystery",1965
1118,Adhikar,132,P.C. Barua,"P.C. Barua, Jamuna, Pahadi Sanyal",-,1938
1119,Adhikar,126,Mohan Segal,"Usha Kiran, Kishore Kumar, Yashodra Katju","Comedy, Drama, Romance",1954
1120,Adhikar,0,Chitrayug,"Vijay Sadanah, Rajesh Khanna, Tina Ambani","Drama, Family, Romance",1986
1121,Adhikar,0,S.M. Sagar,"Ashok Kumar, Nanda, Deb Mukherjee",Drama,1971
1122,Adhiktam,45,Prashast Singh,"Prashast Singh, -, -","Action, Comedy",2020
1123,Adhipathi,151,Ravi Raja,"Nagarjuna Akkineni, Ali, Mohan Babu","Action, Drama",2001
1124,Adhoori Pyaas,0,Smitha,"Uda, -, -",Thriller,2004
1125,Adhura,0,Ashish Balram Nagpal,"Kitu Gidwani, Irrfan Khan, Ashish Balram Nagpal",Drama,1995
1126,Adhura Aadmi,0,Amjad Khan,"Kalpana Iyer, Amjad Khan, Narendra Nath",Action,1982
1127,Adhura Badan,0,nan,"-, -, -",Thriller,1990
1128,Adhura Sapna,88,Vimal Reddy,"Tania Nazmeen Dean, Rajnel Prasad, Ratu Rakuita Tawake",Drama,2007
1129,Adhurada,0,Trilok Kapoor,"-, -, -",-,1940
1130,Adhure Khwaab,0,Sarbjeet Dhaliwal,"Sarbjeet Dhaliwal, Rick Khalsi, Monica",Drama,1992
1131,Adhuri Dulhan,0,Shabbir Kumar,"-, -, -",Romance,1995
1132,Adhuri Hawas,0,Suresh Jain,"Rimpal Balnegar, Reena Kapoor, -",Thriller,2004
1133,Adhuri Kahani,148,Chaturbhuj Doshi,"Durga Khote, Prithviraj Kapoor, Rose",-,1939
1134,Adhuri Suhagraat,0,Naresh Gupta,"Mohnish Bahl, Rakesh Bedi, Amita Nangia",Drama,2000
1135,Adhurs,150,V.V. Vinayak,"N.T. Rama Rao Jr., Nayanthara, Sheela Kaur","Action, Comedy, Thriller",2010
1136,Adi Manav,0,N. Basavaraj,"Kanaka Durga, Prabhakar, Mohan Rao",Action,1977
1137,Adi Shankaracharya,130,G.V. Iyer,"Sarvadaman Banerjee, M.V. Narayana Rao, Manjunath Bhatt","Biography, Drama",1983
1138,Adi Shastra,0,nan,"-, -, -",Action,1998
1139,Adibhumi: Home Land,121,Satyabrata Dwibedy,"-, -, -",Drama,2015
1140,Adil-E-Jahangir,150,G.P. Sippy,"Pradeep Kumar, Meena Kumari, D.K. Sapru",Drama,1955
1141,Adipurush,0,Om Raut,"Prabhas, Saif Ali Khan, Kriti Sanon","Action, Drama, History",2022
1142,Adisaya Piravi,145,S.P. Muthuraman,"Rajinikanth, Chinnijayanth, Jai Ganesh","Action, Comedy, Fantasy",1990
1143,Adivasi Queen,0,Yvonne Lal,"Mahendra Kumar, Roja, Bindu","Adventure, Drama, Mystery",1997
1144,Adivasiyon Ka Jeevan Srot,0,Ritwik Ghatak,"-, -, -",Documentary,1955
1145,Adiyug,106,Tatineni Prasad,"Saheen Aman, Ramesh Goyal, Mehndi Jamal",Drama,1978
1146,Adl-e-Jehangir,0,K. Sardar,"Pushpa, -, -",-,1934
1147,Admissions Open,0,K.D. Satyam,"Anupam Kher, Ashish Vidyarthi, Arshi","Comedy, Drama",2010
1148,Admitted,126,Ojaswwee Sharma,"Dhananjay Chauhan, -, -","Documentary, Biography",2020
1149,Adrashya,0,Sabir Shaikh,"-, -, -",-,2020
1150,Adrishya,106,Sandeep Chatterjee,"Nishat Mallick, Archana Kotwal, Ravi Kumar","Drama, Family, Horror",2017
1151,Adutha Varisu,122,S.P. Muthuraman,"Rajinikanth, Sridevi, Varalakshmi S.",Drama,1983
1152,Adventure Kids Hindi Film,120,Manoj Palrecha,"Suvahhdan Angre, Neel Bakshi, Prachita Gujar",Adventure,2019
1153,Adventures of Aladdin,151,Homi Wadia,"Nazneen, Jayshree T., Raza Murad",Adventure,1978
1154,Adventures of Ali-Baba and the Forty Thieves,153,Latif Faiziyev,"Umesh Mehra, Dharmendra, Hema Malini","Action, Adventure, Family",1980
1155,Adventures of Robin Hood and Bandits,0,B.J. Patel,"Parveen Choudhary, Shyam Kumar, Nilofer",Adventure,1965
1156,Adventures of Tarzan,135,Babbar Subhash,"Kimi Katkar, Dalip Tahil, Om Shivpuri","Action, Adventure, Comedy",1985
1157,Adwait Sangeet,82,Makarand Brahme,"-, -, -","Documentary, Biography, Musical",2011
1158,Ae Dil Hai Mushkil,158,Karan Johar,"Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma","Drama, Music, Musical",2016
1159,Ae Kaash Ke Hum,0,Vishal Mishra,"Vivaan Shah, Priya Singh, Sophia Singh",Romance,2021
1160,Ae phansaa,0,B.H. Tharun Kumar,"Aryeman Ramsay, Anuj Sawhney, Tara Sharma",Comedy,2008
1161,Aetbaar,152,Vikram Bhatt,"Amitabh Bachchan, John Abraham, Bipasha Basu","Action, Drama, Musical",2004
1162,Afghan Abla,0,Jagatrai Pesumal Advani,"Kamlabai Gokhale, Sultana, -",-,1934
1163,Afghan: in Search of a Home,0,Radhika Rao,"Vinay Sapru, Aditya Seal, Adnan Sami",Drama,0
1164,Aflatoon,153,Guddu Dhanoa,"Akshay Kumar, Urmila Matondkar, Anupam Kher","Action, Comedy, Crime",1997
1165,Aflatoon,0,Pesi Karani,"Khalil, -, -",-,1937
1166,Aflatoon,0,Jaswant Jhaveri,"Master Bhagwan, -, -",-,1951
1167,Aflatoon,0,Basu Bhattacharya,"Kamran, Krishna Kumari, Heera Sawant",Action,1961
1168,Afra Tafri,0,Hadi Abrar,"Govinda, Sunil Shetty, Gulshan Grover",Comedy,2021
1169,Africa,0,K. Kant,"Habib, Krishna Kumari, Baburao Pahelwan",Action,1954
1170,Africa Mein Hind,0,Hiren Bose,"-, -, -",-,1939
1171,Africadalli Sheela,134,Deepak Balraj Vij,"Anand Balraj, Sahila Chaddha, B.S. Dwarakish","Adventure, Thriller",1986
1172,Afsana,134,Brij,"Ashok Kumar, Pradeep Kumar, Padmini","Drama, Romance",1966
1173,Afsana,168,B.R. Chopra,"Ashok Kumar, Veena, Jeevan","Drama, Family",1951
1174,Afsana Dilwalon Ka,195,J. Om Prakash,"Aashish Kaul, Juni, Rahul Roy","Drama, Romance",2001
1175,Afsana Pyar Ka,145,M.R. Shahjahan,"Aamir Khan, Neelam Kothari, Deepak Tijori","Drama, Romance",1991
1176,Afsar,121,Chetan Anand,"Dev Anand, Suraiya, Ruma Guha Thakurta","Comedy, Romance",1950
1177,After Marriage,0,Kritn Ajitesh,"-, -, -",Horror,2017
1178,After the Last Lecture,0,Chetan Singh,"Hemwant Tiwari, Yashveer Choudhary, Rahul Sinha",Romance,0
1179,After the Third Bell,92,Ajay Govind,"Udayan Banerjee, Akanksha D. Sharma, Sukhesh Arora","Crime, Mystery",2014
1180,Afzal,0,Mohan Dayaram Bhavnani,"Ameena, Abdul Rehman Kabuli, Nissar",-,1933
1181,Agalvizhakku,0,Selvaraj,"-, -, -",Drama,1979
1182,Agam,88,Sumit Mishra,"Tara-Alisha Berry, Rahul Bagga, Ashmith Kunder",Drama,0
1183,Agar Aap Chahein,0,Mazahir Rahim,"Makrand Deshpande, -, -",Family,1992
1184,Agar Tum Na Hote,161,Lekh Tandon,"Rajesh Khanna, Rekha, Raj Babbar","Drama, Family",1983
1185,Agar... If,0,Esmayeel Shroff,"Amol Palekar, Zarina Wahab, Kader Khan",Drama,1977
1186,Agathiyar,153,A.P. Subbaraav,"T.S. Balaiah, J.P. Chandrababu, Devagi","Adventure, Comedy, Drama",1972
1187,Agent 009,0,Bharat Kapoor,"Padma Khanna, Vijendra Mittal, Rehana Sultan",Action,1980
1188,Agent 123,0,Geethapriya,"Baby Indira, Master Ram Krishna, Manjula",Thriller,1983
1189,Agent 777,0,Satish Khurana,"Raja Duggal, Pallavi Joshi, Vicky Kaushik",Action,1988
1190,Agent Vinod,139,Deepak Bahry,"Mahendra Sandhu, Asha Sachdev, Iftekhar","Action, Crime, Drama",1977
1191,Agent Vinod,157,Sriram Raghavan,"Kareena Kapoor, Saif Ali Khan, Rajat Kapoor","Action, Adventure, Thriller",2012
1192,Aggan: The Real Fire,0,Kavi Rajesh,"-, -, -",Thriller,1999
1193,Aggar: Passion Betrayal Terror,0,Ananth Narayan Mahadevan,"Tusshar Kapoor, Udita Goswami, Shreyas Talpade","Romance, Thriller",2007
1194,Aghaat,138,Govind Nihalani,"Om Puri, Bharat Gopy, Pankaj Kapur","Drama, Crime",1985
1195,Agla Mausam,0,Sagar Sarhadi,"Pankaj Kapur, Supriya Pathak, -",Drama,1989
1196,Agnee,153,J. Om Prakash,"Mithun Chakraborty, Chunky Panday, Amrita Singh","Action, Drama, Romance",1988
1197,Agnee Morcha,142,Raju Chouhan,"Aparajita, Birbal, Dharmendra",Action,1997
1198,Agneekaal,161,Abbas Alibhai Burmawalla,"Mastan Alibhai Burmawalla, Masum Ali, Sadashiv Amrapurkar","Action, Crime, Drama",1990
1199,Agneepath,174,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi","Action, Crime, Drama",1990
1200,Agneepath,174,Karan Malhotra,"Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt","Action, Crime, Drama",2012
1201,Agni IPS,137,Anand P. Raju,"Saroja Devi B., Saikumar, Ranjitha",Action,1997
1202,Agni Jwala,0,Vijayakanth,"Isha Koppikar, Rahul Dev, Ramya Krishnan",Action,2001
1203,Agni Pankh,0,Sanjeev Puri,"Jimmy Sheirgill, Sameer Dharmadhikari, Rahul Dev","Action, Drama, Romance",2004
1204,Agni Pareeksha,130,Kamal Majumdar,"Amol Palekar, Parikshit Sahni, Rameshwari","Crime, Drama",1981
1205,Agni Prem,107,Rukun,"Tinnu Anand, Kishore Anand Bhanushali, Birbal",Action,1996
1206,Agni Prem,0,Chandni Gupta,"Junior Shakti Kapoor, Amit Pachori, Aman Sagar",Thriller,2003
1207,Agni Rekha,0,Mahesh Kaul,"Sanjeev Kumar, Sharada, Sajjan",Drama,1973
1208,Agni Sakshi,142,Partho Ghosh,"Jackie Shroff, Nana Patekar, Manisha Koirala","Drama, Musical, Romance",1996
1209,Agnichakra,123,Ketan Anand,"Amit Suryavanshi, Naseeruddin Shah, Govinda",Action,1997
1210,Agnidaah,0,Ravi Baswani,"Neena Gupta, Anupam Kher, Karan Razdan",Drama,1985
1211,Agniputra,140,Vijay Reddy,"Asrani, Mithun Chakraborty, Pinky Chinoy",Action,2000
1212,Agnivarsha: The Fire and the Rain,126,Arjun Sajnani,"Jackie Shroff, Kumar Iyengar, Raveena Tandon","Drama, Fantasy, Romance",2002
1213,Agra,0,Kanu Behl,"Mohit Agarwal, Priyanka Bose, Vibha Chhibber",Drama,0
1214,Agra Road,0,Ravindra Dave,"Shakila, Vijay Anand, Nanda","Comedy, Romance, Thriller",1957
1215,Agreement,124,Anil Ganguly,"Rekha, Utpal Dutt, Shailendra Singh","Musical, Comedy, Drama",1980
1216,Agyaat,130,Ram Gopal Varma,"Nithiin, Priyanka Kothari, Rasika Dugal","Drama, Horror, Mystery",2009
1217,Ahaan,81,Nikhil Pherwani,"Arif Zakaria, Niharika Singh, Abuli Mamaji","Comedy, Drama",2019
1218,Aham Brahmasmi,106,Megastar Maharishi Aazaad,"-, -, -",Action,2021
1219,Ahankaar,145,Ashim S. Samanta,"Mithun Chakraborty, Mamta Kulkarni, Prem Chopra",Drama,1995
1220,Ahankar,75,Raja Mitra,"Soumitra Chatterjee, Indrani Haldar, Rajesh Sharma",-,1999
1221,Ahilyabai Holkar,0,Dharmendra Baghel,"Manoj Bakshi, -, -","Biography, History, War",0
1222,Ahinsa,103,Chand,"Sunil Dutt, Rekha, Ranjeet","Action, Drama",1979
1223,Ahinsa,0,Santosh Kumar,"Madan Puri, -, -",-,1946
1224,Ahinsa Path,0,Keshavrao Dhaiber,"-, -, -",-,1949
1225,Ahista Ahista,141,Esmayeel Shroff,"Parveen Babi, Suresh Chatwal, Aruna Irani","Musical, Romance",1981
1226,Ahista Ahista,122,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi","Drama, Romance",2006
1227,Ahsaan,150,Balwant Dullat,"Smita Patil, Raj Babbar, Amjad Khan",-,1987
1228,Ahsaas,144,Surindara Suri,"Shashi Kapoor, Simi Garewal, Rakesh Bedi","Drama, Romance",1979
1229,Aids and Blind Sex,0,nan,"-, -, -",Drama,1999
1230,Ailane Jung,0,Jagatrai Pesumal Advani,"Jani Babu, Khurshid Begum, -",-,1936
1231,Air Mail,0,Poonam Kapoor,"Ranjan Kapoor, Nazir Kashmiri, Moolchand",Drama,1960
1232,Air Mail,0,A. Rashid,"Dilawar, Asmini, Shashi",Action,1946
1233,Airlift,130,Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra","Drama, History",2016
1234,Airport: Shaira & Me,0,Adhyayan Suman,"Sara Loren, Adhyayan Suman, -",Romance,0
1235,Aisa Bhi Hota Hain,0,Kamran,"Jalal Agha, Nandita Bose, Mohan Choti",Romance,1971
1236,Aisa Kyon Hota Hai?,0,Ajay Kanchan,"Rati Agnihotri, Amit, Gopi Bhalla","Action, Crime, Drama",2006
1237,Aisa Pyar Kahan,0,Vijay Sadanah,"Jeetendra, Jaya Prada, Mithun Chakraborty","Drama, Romance",1986
1238,Aisa Yeh Jahaan,120,Biswajeet Bora,"Yashpal Sharma, Ira Dubey, Tinnu Anand",Drama,2015
1239,Aisaa Kyon,0,B.B. Singh,"Ramesh Bhatkar, Sunil Dhawan, Avtar Gill",Thriller,2003
1240,Aisha,126,Rajshree Ojha,"Sonam Kapoor, Abhay Deol, Amrita Puri","Comedy, Drama, Romance",2010
1241,Aisi Bhi Kya Jaldi Hai,132,Sachin Pilgaonkar,"Sachin, Sachin Pilgaonkar, Vivek Mushran","Comedy, Romance",1996
1242,Aisi Deewangi,125,Abdul Qayyoom Khan,"Sarvar Ahuja, Preeti Arora, Pankaj Berry","Action, Comedy, Drama",2009
1243,Aitbaar,133,Mukul Anand,"Raj Babbar, Dimple Kapadia, Danny Denzongpa","Romance, Thriller",1985
1244,Aitraaz,160,Abbas Alibhai Burmawalla,"Mastan Alibhai Burmawalla, Akshay Kumar, Kareena Kapoor","Drama, Romance, Thriller",2004
1245,Aiyaary,157,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh","Action, Drama, Thriller",2018
1246,Aiye,0,Lala Yaqoob,"Sulochana Chatterjee, Jankidas, Ashraf Khan",-,1949
1247,Aiyyaa,152,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant","Comedy, Romance",2012
1248,Ajab Gazabb Love,116,Sanjay Gadhvi,"Jackky Bhagnani, Nidhi Subbaiah, Darshan Jariwala","Comedy, Romance",2012
1249,Ajab Prem Ki Ghazab Kahani,150,Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Darshan Jariwala","Action, Comedy, Romance",2009
1250,Ajab Singh Ki Gajab Kahani,115,Rishi Prakash Mishra,"Ajay Kumar Singh, Vikas Giri, Rajesh Jais",Drama,2017
1251,Ajamil,0,Abdul Rehman Kabuli,"Sardar Akhtar, Jani Babu, Ashraf Khan",-,1934
1252,Ajamil,0,Narmada Shankar,"-, -, -",-,1947
1253,Ajanabee,139,Shakti Samanta,"Rajesh Khanna, Zeenat Aman, Prem Chopra","Drama, Romance",1974
1254,Ajay,146,Suneel Darshan,"Sunny Deol, Karisma Kapoor, Reena Roy","Action, Drama, Romance",1996
1255,Ajayante Randam Moshanam,0,Jithin Lal,"Tovino Thomas, -, -","Adventure, Comedy, Drama",2021
1256,Ajeeb Aashiq,70,Natasha Mendonca,"Suman Sridhar, Jim Sarbh, Prem Mishra",Drama,2016
1257,Ajeeb Daastaans,142,Neeraj Ghaywan,"Kayoze Irani, Shashank Khaitan, Raj Mehta","Drama, Romance",2021
1258,Ajeeb Dastaan Hai Yeh,0,J. Om Prakash,"Vikas Anand, Neelima Azim, Rita Bhaduri",Drama,1992
1259,Ajeeb Itefaq,0,Jyoti Sarup,"Navin Nischol, Mohan Gokhale, Vijayendra Ghatge","Crime, Mystery, Thriller",1989
1260,Ajeeb Ladki,0,Agha,"Naseem Banu, Cuckoo, Jayant",-,1952
1261,Aji Bas Shukriya,0,Mohammed Hussain,"Geeta Bali, Suresh, Johnny Walker","Comedy, Drama, Musical",1958
1262,Ajit,133,Mohan Dayaram Bhavnani,"Monica Desai, Yashodra Katju, Prem Nath",-,1948
